content_id,compound_id,health_effect_id,health_effect_name,compound_name
1561,2608,171,anti cephalagic,Daidzein
1562,3519,171,anti cephalagic,
1563,8323,171,anti cephalagic,Pantothenic acid
1564,8938,171,anti cephalagic,
1565,12163,171,anti cephalagic,Riboflavine
1566,12222,171,anti cephalagic,Formononetin
1567,12226,171,anti cephalagic,Biochanin A
1568,8938,172,anti cerebrotic,
1569,1224,173,anti cervicaldysplasic,L-Ascorbic acid
1570,12163,173,anti cervicaldysplasic,Riboflavine
1571,14507,173,anti cervicaldysplasic,Folic acid
1572,14616,173,anti cervicaldysplasic,beta-Carotene
1573,1224,174,anti CFS,L-Ascorbic acid
1574,3517,174,anti CFS,Chromium
1575,3519,174,anti CFS,
1576,574,175,anti cheilitic,Pyridoxine
1577,12163,175,anti cheilitic,Riboflavine
1578,14507,175,anti cheilitic,Folic acid
1579,16258,175,anti cheilitic,Iron
1580,12163,176,anti cheilotic,Riboflavine
1581,1014,177,anti chilblain,Nicotinic acid
1582,12599,177,anti chilblain,Histamine
1583,12295,178,anti cholecystosic,Curcumin
1584,7716,179,anti choleretic,10-Dehydrogingerdione
1585,11964,179,anti choleretic,Bisdemethoxycurcumin
1586,14376,180,anti cholestatic,Ursolic acid
1587,3655,181,anti cholesteremic,Ornithine
1588,12678,182,anti cholesterogenic,S-Allylcysteine
1589,4091,183,anti cholinergic,Atropine
1590,4296,183,anti cholinergic,Supinine
1591,12171,183,anti cholinergic,Scopolin
1592,12708,183,anti cholinergic,Scopoletin
1593,15499,183,anti cholinergic,Tetramethylpyrazine
1594,2190,184,anti cholinesterase,(S)-Actinidine
1595,7093,184,anti cholinesterase,beta-2-Chaconine
1596,12101,184,anti cholinesterase,Solanidine
1597,12161,184,anti cholinesterase,Serotonin
1598,12193,184,anti cholinesterase,Allicin
1599,12506,184,anti cholinesterase,Demissine
1600,12507,184,anti cholinesterase,Demissidine
1601,13947,184,anti cholinesterase,Solasodine
1602,14301,184,anti cholinesterase,(R)-p-Menth-4(8)-en-3-one
1603,14515,184,anti cholinesterase,5-Isopropyl-2-methylphenol
1604,14522,184,anti cholinesterase,Fenchone
1605,14602,184,anti cholinesterase,(S)-Carvone
1606,14619,184,anti cholinesterase,"1,8-Cineole"
1607,14798,184,anti cholinesterase,2-Isopropyl-5-methylphenol
1608,18916,184,anti cholinesterase,alpha-Chaconine
1609,5753,185,anti chorea,
1610,10397,185,anti chorea,
1611,710,186,anti choreic,Choline
1612,8938,186,anti choreic,
1613,10397,186,anti choreic,
1614,710,187,anti cirrhotic,Choline
1615,10549,187,anti cirrhotic,Myo-Inositol
1616,13403,187,anti cirrhotic,Selenium
1617,13447,187,anti cirrhotic,Nickel
1618,19148,187,anti cirrhotic,Phosphatidylcholine
1619,449,188,anti clastogen,Piperine
1620,693,188,anti clastogen,Diosmetin 7-rutinoside
1621,847,188,anti clastogen,
1622,2536,188,anti clastogen,Quercetin 3-rutinoside
1623,2593,188,anti clastogen,p-Coumaric acid
1624,7456,188,anti clastogen,Asperuloside
1625,8323,189,anti claudificant,Pantothenic acid
1626,1224,190,anti climacteric,L-Ascorbic acid
1627,3514,190,anti climacteric,Calcium
1628,3519,190,anti climacteric,
1629,11547,190,anti climacteric,Testosterone
1630,11831,190,anti climacteric,Genistein
1631,13403,190,anti climacteric,Selenium
1632,2427,191,anti coagulant,Rosmarinic acid
1633,2571,191,anti coagulant,Catechin
1634,5035,191,anti coagulant,Heraclenin
1635,5845,191,anti coagulant,Plumbagin
1636,12063,191,anti coagulant,"3,4-Dihydroxybenzaldehyde"
1637,12589,191,anti coagulant,
1638,14081,192,anti coccidioid,Gingerenone A
1639,3730,193,anti coeliac,Zinc
1640,1224,194,anti cold,L-Ascorbic acid
1641,3730,194,anti cold,Zinc
1642,14943,195,anti colic,Linalool
1643,1111,196,anti colitic,Chinese tannin
1644,1141,196,anti colitic,Inulin
1645,3730,196,anti colitic,Zinc
1646,8426,196,anti colitic,
1647,8430,196,anti colitic,Allithiamine
1648,11907,196,anti colitic,Quercetin
1649,12295,196,anti colitic,Curcumin
1650,12295,197,anti collagenic,Curcumin
1651,5457,198,anti collegenase,Anthocyanins
1652,12414,199,anti colonospasmic,Capsaicin
1653,13037,200,anti complement,Oleanolic acid
1654,14376,200,anti complement,Ursolic acid
1655,2427,201,anti complementary,Rosmarinic acid
1656,2571,201,anti complementary,Catechin
1657,2576,201,anti complementary,
1658,2579,201,anti complementary,Chrysoeriol
1659,2749,201,anti complementary,
1660,2798,201,anti complementary,Apigenin
1661,11660,201,anti complementary,Syringin
1662,11887,201,anti complementary,Quercitrin
1663,11907,201,anti complementary,Quercetin
1664,13258,201,anti complementary,Luteolin
1665,14283,201,anti complementary,Luteolin 7-glucoside
1666,16369,201,anti complementary,Apigenin 7-glucoside
1667,16378,201,anti complementary,Isorhoifolin
1668,16519,201,anti complementary,Chrysoeriol 7-glucoside
1669,20195,201,anti complementary,Arabinogalactan
1670,11906,202,anti conjunctivitic,"3,3',4,4'-Tetrahydroxylignan"
1671,8769,203,anti constrictive,3-Butylidene-1(3H)-isobenzofuranone
1672,11865,203,anti constrictive,3-Butyl-1(3H)-isobenzofuranone
1673,12616,203,anti constrictive,Ligustilide
1674,449,204,anti convulsant,Piperine
1675,565,204,anti convulsant,alpha-Tocopherol
1676,1014,204,anti convulsant,Nicotinic acid
1677,2141,204,anti convulsant,(S)-Dicentrine
1678,2536,204,anti convulsant,Quercetin 3-rutinoside
1679,2542,204,anti convulsant,Bergapten
1680,2712,204,anti convulsant,Maltol
1681,3519,204,anti convulsant,
1682,3992,204,anti convulsant,
1683,4094,204,anti convulsant,beta-Amyrin acetate
1684,4235,204,anti convulsant,Melatonin
1685,7104,204,anti convulsant,Diazepam
1686,8007,204,anti convulsant,trans-Isoasarone
1687,8549,204,anti convulsant,Methyleugenol
1688,8938,204,anti convulsant,
1689,10397,204,anti convulsant,
1690,11675,204,anti convulsant,Safrole
1691,11865,204,anti convulsant,3-Butyl-1(3H)-isobenzofuranone
1692,12135,204,anti convulsant,Angelicin
1693,12136,204,anti convulsant,Xanthoxyletin
1694,12161,204,anti convulsant,Serotonin
1695,12174,204,anti convulsant,Eugenol
1696,12755,204,anti convulsant,Imperatorin
1697,14943,204,anti convulsant,Linalool
1698,14945,204,anti convulsant,D-Linalool
1699,15539,204,anti convulsant,Chrysin
1700,17407,204,anti convulsant,"7-Methyl-3-methylene-1,6-octadiene"
1701,3192,205,anti corneitic,Taurine
1702,3517,206,anti corneotic,Chromium
1703,571,207,anti coronary,Carnitine
1704,3519,207,anti coronary,
1705,3730,207,anti coronary,Zinc
1706,5753,207,anti coronary,
1707,9722,207,anti coronary,Lignin
1708,10397,207,anti coronary,
1709,12763,207,anti coronary,"(Z,Z)-9,12-Octadecadienoic acid"
1710,13403,207,anti coronary,Selenium
1711,14507,207,anti coronary,Folic acid
1712,14616,207,anti coronary,beta-Carotene
1713,742,208,anti corpus-luteum,Gossypol
1714,1014,209,anti Crohn's,Nicotinic acid
1715,1224,209,anti Crohn's,L-Ascorbic acid
1716,3730,209,anti Crohn's,Zinc
1717,11907,209,anti Crohn's,Quercetin
1718,12295,209,anti Crohn's,Curcumin
1719,2431,210,anti C-reactive-protein,gamma-Tocopherol
1720,3169,211,anti cryptococcic,Allitridin
1721,1224,212,anti CTS,L-Ascorbic acid
1722,693,213,anti CVI,Diosmetin 7-rutinoside
1723,2536,213,anti CVI,Quercetin 3-rutinoside
1724,4902,213,anti CVI,Proanthocyanidins
1725,2776,214,anti CVS,Aesculin
1726,710,215,anti cystinuric,Choline
1727,1202,216,anti cystitic,D-Mannose
1728,9446,216,anti cystitic,Formaldehyde
1729,11907,216,anti cystitic,Quercetin
1730,10858,217,anti cytomegalovirus,Rhein
1731,13865,217,anti cytomegalovirus,Emodin
1732,693,218,anti cytotoxic,Diosmetin 7-rutinoside
1733,1498,218,anti cytotoxic,Glutathione
1734,12681,218,anti cytotoxic,L-Cysteine
1735,882,219,anti dandruff,
1736,1613,219,anti dandruff,Allantoin
1737,3718,219,anti dandruff,Sulfur
1738,3730,219,anti dandruff,Zinc
1739,13403,219,anti dandruff,Selenium
1740,14502,219,anti dandruff,(-)-Menthol
1741,1111,220,anti decubitic,Chinese tannin
1742,1224,220,anti decubitic,L-Ascorbic acid
1743,5753,220,anti decubitic,
1744,8426,220,anti decubitic,
1745,8430,220,anti decubitic,Allithiamine
1746,10397,220,anti decubitic,
1747,12163,220,anti decubitic,Riboflavine
1748,16599,220,anti decubitic,Chlorophyll
1749,8426,221,anti deliriant,
1750,8430,221,anti deliriant,Allithiamine
1751,565,222,anti dementia,alpha-Tocopherol
1752,710,222,anti dementia,Choline
1753,861,222,anti dementia,Diosmetin
1754,1014,222,anti dementia,Nicotinic acid
1755,1224,222,anti dementia,L-Ascorbic acid
1756,1354,222,anti dementia,Smilagenin
1757,2250,222,anti dementia,L-Tryptophan
1758,2536,222,anti dementia,Quercetin 3-rutinoside
1759,3730,222,anti dementia,Zinc
1760,8426,222,anti dementia,
1761,10397,222,anti dementia,
1762,14507,222,anti dementia,Folic acid
1763,19148,222,anti dementia,Phosphatidylcholine
1764,446,223,anti depressant,L-Tyrosine
1765,574,223,anti depressant,Pyridoxine
1766,655,223,anti depressant,Liquiritigenin
1767,1224,223,anti depressant,L-Ascorbic acid
1768,2250,223,anti depressant,L-Tryptophan
1769,2427,223,anti depressant,Rosmarinic acid
1770,2558,223,anti depressant,Caffeic acid
1771,3514,223,anti depressant,Calcium
1772,3519,223,anti depressant,
1773,3522,223,anti depressant,Potassium
1774,4182,223,anti depressant,Lithium
1775,4235,223,anti depressant,Melatonin
1776,7029,223,anti depressant,beta-Amyrin palmitate
1777,10582,223,anti depressant,2-Phenylethylamine
1778,11907,223,anti depressant,Quercetin
1779,11935,223,anti depressant,Elemicin
1780,12161,223,anti depressant,Serotonin
1781,12167,223,anti depressant,Levoglutamide
1782,12608,223,anti depressant,Psoralen
1783,13403,223,anti depressant,Selenium
1784,14507,223,anti depressant,Folic acid
1785,14657,223,anti depressant,Myristicin
1786,14708,223,anti depressant,
1787,16342,223,anti depressant,Isoliquiritigenin
1788,13258,224,anti dermatic,Luteolin
1789,14283,224,anti dermatic,Luteolin 7-glucoside
1790,574,225,anti dermatitic,Pyridoxine
1791,1014,225,anti dermatitic,Nicotinic acid
1792,2100,225,anti dermatitic,Caffeine
1793,2501,225,anti dermatitic,Vitexin
1794,2536,225,anti dermatitic,Quercetin 3-rutinoside
1795,2711,225,anti dermatitic,Hyperin
1796,2776,225,anti dermatitic,Aesculin
1797,2798,225,anti dermatitic,Apigenin
1798,3103,225,anti dermatitic,Eicosapentaenoic acid
1799,3292,225,anti dermatitic,Fumaric acid
1800,5207,225,anti dermatitic,Triacontanol
1801,5753,225,anti dermatitic,
1802,8323,225,anti dermatitic,Pantothenic acid
1803,10397,225,anti dermatitic,
1804,11869,225,anti dermatitic,Naringin
1805,11875,225,anti dermatitic,Arachidonic acid
1806,11888,225,anti dermatitic,2-Methoxyphenol
1807,11907,225,anti dermatitic,Quercetin
1808,12209,225,anti dermatitic,Procyanidin B4
1809,12477,225,anti dermatitic,Xanthotoxin
1810,14513,225,anti dermatitic,Biotin
1811,15740,225,anti dermatitic,beta-Caryophyllene
1812,2708,226,anti dermatophytic,Juglone
1813,882,227,anti dermatotic,
1814,1111,227,anti dermatotic,Chinese tannin
1815,534,228,anti diabetic,S-Methylcysteine sulfoxide
1816,558,228,anti diabetic,Alliin
1817,565,228,anti diabetic,alpha-Tocopherol
1818,574,228,anti diabetic,Pyridoxine
1819,710,228,anti diabetic,Choline
1820,1014,228,anti diabetic,Nicotinic acid
1821,1136,228,anti diabetic,D-Xylose
1822,1141,228,anti diabetic,Inulin
1823,1193,228,anti diabetic,Maltose
1824,1224,228,anti diabetic,L-Ascorbic acid
1825,2096,228,anti diabetic,Boldine
1826,2257,228,anti diabetic,Arginine
1827,2536,228,anti diabetic,Quercetin 3-rutinoside
1828,2576,228,anti diabetic,
1829,2582,228,anti diabetic,
1830,2603,228,anti diabetic,Cyanidin 3-glucoside
1831,3517,228,anti diabetic,Chromium
1832,3519,228,anti diabetic,
1833,3583,228,anti diabetic,Copper
1834,3637,228,anti diabetic,Manganese
1835,3730,228,anti diabetic,Zinc
1836,3793,228,anti diabetic,Vanadium
1837,4246,228,anti diabetic,Silicic acid
1838,4487,228,anti diabetic,Galegine
1839,4902,228,anti diabetic,Proanthocyanidins
1840,5457,228,anti diabetic,Anthocyanins
1841,5753,228,anti diabetic,
1842,6199,228,anti diabetic,Charantin
1843,10397,228,anti diabetic,
1844,10496,228,anti diabetic,Diphenylamine
1845,10549,228,anti diabetic,Myo-Inositol
1846,11679,228,anti diabetic,D-Glucitol
1847,11907,228,anti diabetic,Quercetin
1848,12193,228,anti diabetic,Allicin
1849,12378,228,anti diabetic,Pterostilbene
1850,12527,228,anti diabetic,D-Pinitol
1851,12531,228,anti diabetic,D-Fructose
1852,12678,228,anti diabetic,S-Allylcysteine
1853,14376,228,anti diabetic,Ursolic acid
1854,16342,228,anti diabetic,Isoliquiritigenin
1855,21462,228,anti diabetic,Pectic acid
1856,1111,229,anti diarrheic,Chinese tannin
1857,1141,229,anti diarrheic,Inulin
1858,9068,229,anti diarrheic,D-Camphor
1859,9722,229,anti diarrheic,Lignin
1860,12753,229,anti diarrheic,Hordenine
1861,21462,229,anti diarrheic,Pectic acid
1862,2608,230,anti dipsomanic,Daidzein
1863,12228,230,anti dipsomanic,Daidzin
1864,3637,232,anti discotic,Manganese
1865,3555,233,anti diuretic,Adenosine
1866,4644,233,anti diuretic,
1867,11941,233,anti diuretic,
1868,14515,233,anti diuretic,5-Isopropyl-2-methylphenol
1869,2680,234,anti-DNA,Hesperidin
1870,2089,235,anti dopaminergic,(S)-Reticuline
1871,453,236,antidote,Theophylline
1872,484,236,antidote,Glycine
1873,567,236,antidote,L-DOPA
1874,574,236,antidote,Pyridoxine
1875,1014,236,antidote,Nicotinic acid
1876,1111,236,antidote,Chinese tannin
1877,1128,236,antidote,Starch
1878,1224,236,antidote,L-Ascorbic acid
1879,1498,236,antidote,Glutathione
1880,3514,236,antidote,Calcium
1881,3517,236,antidote,Chromium
1882,3655,236,antidote,Ornithine
1883,3730,236,antidote,Zinc
1884,4091,236,antidote,Atropine
1885,8125,236,antidote,Methanol
1886,8430,236,antidote,Allithiamine
1887,8549,236,antidote,Methyleugenol
1888,12161,236,antidote,Serotonin
1889,12686,236,antidote,L-Methionine
1890,13403,236,antidote,Selenium
1891,14489,236,antidote,
1892,15470,236,antidote,Aucubin
1893,22060,236,antidote,beta-D-Glucuronic acid
1894,838,237,anti drepanocytic,Vanillin
1895,1111,238,anti dysenteric,Chinese tannin
1896,2103,238,anti dysenteric,Carpaine
1897,2775,238,anti dysenteric,Aesculetin
1898,9068,238,anti dysenteric,D-Camphor
1899,3730,239,anti dysgeuzic,Zinc
1900,574,240,anti dyskinetic,Pyridoxine
1901,710,240,anti dyskinetic,Choline
1902,2250,240,anti dyskinetic,L-Tryptophan
1903,3637,240,anti dyskinetic,Manganese
1904,19148,240,anti dyskinetic,Phosphatidylcholine
1905,1083,241,anti dysmenorrheic,Bromelains
1906,3519,241,anti dysmenorrheic,
1907,5753,241,anti dysmenorrheic,
1908,7539,241,anti dysmenorrheic,
1909,10397,241,anti dysmenorrheic,
1910,11932,241,anti dysmenorrheic,Apiole
1911,12804,241,anti dysmenorrheic,Ferulic acid
1912,12847,241,anti dysmenorrheic,Benzyl benzoate
1913,15499,241,anti dysmenorrheic,Tetramethylpyrazine
1914,1083,242,anti dyspeptic,Bromelains
1915,1514,242,anti dyspeptic,"1,5-Dicaffeoylquinic acid"
1916,8426,242,anti dyspeptic,
1917,1014,243,anti dysphagic,Nicotinic acid
1918,756,244,anti ear-wax,Glycerol
1919,2576,245,anti Epstein-Barr virus,
1920,2582,245,anti Epstein-Barr virus,
1921,3840,245,anti Epstein-Barr virus,beta-Eudesmol
1922,5818,245,anti Epstein-Barr virus,
1923,12295,245,anti Epstein-Barr virus,Curcumin
1924,13001,245,anti Epstein-Barr virus,Arjunolic acid
1925,13644,245,anti Epstein-Barr virus,Lupeol
1926,13705,245,anti Epstein-Barr virus,Geranial
1927,14376,245,anti Epstein-Barr virus,Ursolic acid
1928,1083,246,anti ecchymotic,Bromelains
1929,882,247,anti eczemic,
1930,1224,247,anti eczemic,L-Ascorbic acid
1931,1498,247,anti eczemic,Glutathione
1932,2944,247,anti eczemic,Gamolenic acid
1933,3730,247,anti eczemic,Zinc
1934,11875,247,anti eczemic,Arachidonic acid
1935,11888,247,anti eczemic,2-Methoxyphenol
1936,12295,247,anti eczemic,Curcumin
1937,12686,247,anti eczemic,L-Methionine
1938,12763,247,anti eczemic,"(Z,Z)-9,12-Octadecadienoic acid"
1939,19148,247,anti eczemic,Phosphatidylcholine
1940,449,248,anti edemic,Piperine
1941,693,248,anti edemic,Diosmetin 7-rutinoside
1942,822,248,anti edemic,"4-Hydroxy-3,5-dimethoxybenzaldehyde"
1943,857,248,anti edemic,2-Methoxy-4-vinylphenol
1944,1083,248,anti edemic,Bromelains
1945,1094,248,anti edemic,Umbelliferone
1946,1221,248,anti edemic,Arbutin
1947,1224,248,anti edemic,L-Ascorbic acid
1948,1513,248,anti edemic,Coniferyl aldehyde
1949,1515,248,anti edemic,Sinapaldehyde
1950,1532,248,anti edemic,Betulinic acid
1951,2096,248,anti edemic,Boldine
1952,2427,248,anti edemic,Rosmarinic acid
1953,2451,248,anti edemic,
1954,2536,248,anti edemic,Quercetin 3-rutinoside
1955,2558,248,anti edemic,Caffeic acid
1956,2571,248,anti edemic,Catechin
1957,2700,248,anti edemic,Isoferulic acid
1958,4093,248,anti edemic,beta-Amyrin
1959,4880,248,anti edemic,OPC
1960,4902,248,anti edemic,Proanthocyanidins
1961,5348,248,anti edemic,Germacrone
1962,5993,248,anti edemic,
1963,7224,248,anti edemic,Procyanidin
1964,7360,248,anti edemic,Gentianine
1965,11827,248,anti edemic,beta-D-Glucopyranose
1966,11887,248,anti edemic,Quercitrin
1967,11941,248,anti edemic,
1968,12174,248,anti edemic,Eugenol
1969,12295,248,anti edemic,Curcumin
1970,12365,248,anti edemic,beta-Sitosterol
1971,12708,248,anti edemic,Scopoletin
1972,13037,248,anti edemic,Oleanolic acid
1973,13044,248,anti edemic,Maslinic acid
1974,13644,248,anti edemic,Lupeol
1975,14085,248,anti edemic,Dehydrocurdione
1976,14376,248,anti edemic,Ursolic acid
1977,14593,248,anti edemic,Faradiol
1978,14607,248,anti edemic,Taraxasterol acetate
1979,14717,248,anti edemic,Taraxasterol
1980,14943,248,anti edemic,Linalool
1981,15470,248,anti edemic,Aucubin
1982,15484,248,anti edemic,"3,5,8-Megastigmatrien-7-one"
1983,15589,248,anti edemic,
1984,15735,248,anti edemic,
1985,15740,248,anti edemic,beta-Caryophyllene
1986,2451,249,anti eicosanoid,
1987,2946,249,anti eicosanoid,
1988,12295,249,anti eicosanoid,Curcumin
1989,13277,249,anti eicosanoid,Thymoquinone
1990,2558,250,anti elastase,Caffeic acid
1991,2711,250,anti elastase,Hyperin
1992,5457,250,anti elastase,Anthocyanins
1993,11907,250,anti elastase,Quercetin
1994,16396,250,anti elastase,
1995,16785,250,anti elastase,Proanthocyanidin A2
1996,8007,251,anti elleptic,trans-Isoasarone
1997,15499,252,anti embolic,Tetramethylpyrazine
1998,574,253,anti emetic,Pyridoxine
1999,1108,253,anti emetic,(S)-[6]-Gingerol
2000,2100,253,anti emetic,Caffeine
2001,4091,253,anti emetic,Atropine
2002,9068,253,anti emetic,D-Camphor
2003,11864,253,anti emetic,[6]-Shogaol
2004,16611,253,anti emetic,Galanolactone
2005,453,254,anti emphysemic,Theophylline
2006,4091,254,anti emphysemic,Atropine
2007,742,255,anti encephalitic,Gossypol
2008,1111,255,anti encephalitic,Chinese tannin
2009,1224,255,anti encephalitic,L-Ascorbic acid
2010,11907,255,anti encephalitic,Quercetin
2011,446,256,anti encephalopathic,L-Tyrosine
2012,465,256,anti encephalopathic,
2013,484,256,anti encephalopathic,Glycine
2014,567,256,anti encephalopathic,L-DOPA
2015,1145,256,anti encephalopathic,Lactose
2016,1946,256,anti encephalopathic,L-Leucine
2017,2257,256,anti encephalopathic,Arginine
2018,3655,256,anti encephalopathic,Ornithine
2019,3730,256,anti encephalopathic,Zinc
2020,8426,256,anti encephalopathic,
2021,8430,256,anti encephalopathic,Allithiamine
2022,12400,256,anti encephalopathic,L-Isoleucine
2023,11831,257,anti endoccytotic,Genistein
2024,1224,258,anti endometriotic,L-Ascorbic acid
2025,3519,258,anti endometriotic,
2026,2571,259,anti endotoxic,Catechin
2027,3555,259,anti endotoxic,Adenosine
2028,12161,259,anti endotoxic,Serotonin
2029,1111,260,anti enteritic,Chinese tannin
2030,4713,260,anti enteritic,
2031,21462,260,anti enteritic,Pectic acid
2032,8782,261,anti enterococcic,3-Phenyl-2-propenal
2033,3519,262,anti enterotic,
2034,4091,263,anti enuretic,Atropine
2035,12647,264,anti enzymatic,Piperidine
2036,16785,264,anti enzymatic,Proanthocyanidin A2
2037,574,265,anti epileptic,Pyridoxine
2038,1014,265,anti epileptic,Nicotinic acid
2039,3519,265,anti epileptic,
2040,3637,265,anti epileptic,Manganese
2041,3730,265,anti epileptic,Zinc
2042,7104,265,anti epileptic,Diazepam
2043,12101,265,anti epileptic,Solanidine
2044,12538,265,anti epileptic,L-Glutamic acid
2045,1083,266,anti episiotomic,Bromelains
2046,5753,267,anti epitheleomic,
2047,10397,267,anti epitheleomic,
2048,2536,268,anti erythemic,Quercetin 3-rutinoside
2049,2776,268,anti erythemic,Aesculin
2050,4880,268,anti erythemic,OPC
2051,16785,268,anti erythemic,Proanthocyanidin A2
2052,662,269,anti escherichic,Gallic acid
2053,678,269,anti escherichic,(S)-Naringenin
2054,838,269,anti escherichic,Vanillin
2055,2558,269,anti escherichic,Caffeic acid
2056,2775,269,anti escherichic,Aesculetin
2057,6785,269,anti escherichic,Flavones
2058,8782,269,anti escherichic,3-Phenyl-2-propenal
2059,9779,269,anti escherichic,(±)-Menthone
2060,11907,269,anti escherichic,Quercetin
2061,13577,269,anti escherichic,(±)-Borneol
2062,14376,269,anti escherichic,Ursolic acid
2063,14502,269,anti escherichic,(-)-Menthol
2064,11941,270,anti esherichic,
2065,11888,271,anti esophagitic,2-Methoxyphenol
2066,13570,271,anti esophagitic,Limonene
2067,678,272,anti estrogenic,(S)-Naringenin
2068,742,272,anti estrogenic,Gossypol
2069,939,272,anti estrogenic,1H-Indole-3-methanol
2070,2438,272,anti estrogenic,Tracheloside
2071,2557,272,anti estrogenic,(R)-Byakangelicin
2072,2608,272,anti estrogenic,Daidzein
2073,2798,272,anti estrogenic,Apigenin
2074,3969,272,anti estrogenic,Nicotine
2075,5956,272,anti estrogenic,Lignans
2076,6782,272,anti estrogenic,Estriol
2077,6785,272,anti estrogenic,Flavones
2078,11831,272,anti estrogenic,Genistein
2079,11907,272,anti estrogenic,Quercetin
2080,12174,272,anti estrogenic,Eugenol
2081,12365,272,anti estrogenic,beta-Sitosterol
2082,12804,272,anti estrogenic,Ferulic acid
2083,13258,272,anti estrogenic,Luteolin
2084,15539,272,anti estrogenic,Chrysin
2085,4880,273,anti exudative,OPC
2086,7224,273,anti exudative,Procyanidin
2087,846,274,anti fatigue,Vanillic acid
2088,1224,274,anti fatigue,L-Ascorbic acid
2089,2712,274,anti fatigue,Maltol
2090,3517,274,anti fatigue,Chromium
2091,3519,274,anti fatigue,
2092,3522,274,anti fatigue,Potassium
2093,3583,274,anti fatigue,Copper
2094,8323,274,anti fatigue,Pantothenic acid
2095,8426,274,anti fatigue,
2096,8430,274,anti fatigue,Allithiamine
2097,12737,274,anti fatigue,Diosgenin
2098,14619,274,anti fatigue,"1,8-Cineole"
2099,505,275,anti feedant,L-Canavanine
2100,567,275,anti feedant,L-DOPA
2101,742,275,anti feedant,Gossypol
2102,816,275,anti feedant,Xanthoxylin
2103,844,275,anti feedant,Gentisic acid
2104,896,275,anti feedant,Anthranilic acid
2105,1111,275,anti feedant,Chinese tannin
2106,1527,275,anti feedant,8-Deoxylactucin
2107,1931,275,anti feedant,Succinic acid
2108,2100,275,anti feedant,Caffeine
2109,2536,275,anti feedant,Quercetin 3-rutinoside
2110,2571,275,anti feedant,Catechin
2111,2576,275,anti feedant,
2112,2582,275,anti feedant,
2113,2677,275,anti feedant,Hesperetin
2114,2708,275,anti feedant,Juglone
2115,2777,275,anti feedant,Cichoriin
2116,3969,275,anti feedant,Nicotine
2117,5710,275,anti feedant,Argophyllin A
2118,5845,275,anti feedant,Plumbagin
2119,5871,275,anti feedant,Artecanin
2120,8306,275,anti feedant,(E)-Aconitic acid
2121,8549,275,anti feedant,Methyleugenol
2122,8783,275,anti feedant,
2123,9030,275,anti feedant,Bornyl acetate
2124,9047,275,anti feedant,Cadinene
2125,9068,275,anti feedant,D-Camphor
2126,10506,275,anti feedant,4-Hydroxybenzaldehyde
2127,10938,275,anti feedant,"5,7-Dihydroxy-4H-1-benzopyran-4-one"
2128,11887,275,anti feedant,Quercitrin
2129,11907,275,anti feedant,Quercetin
2130,11935,275,anti feedant,Elemicin
2131,11939,275,anti feedant,"3',4',5,7-Tetrahydroxyflavanone"
2132,12101,275,anti feedant,Solanidine
2133,12174,275,anti feedant,Eugenol
2134,12222,275,anti feedant,Formononetin
2135,12322,275,anti feedant,Sinigrin
2136,12365,275,anti feedant,beta-Sitosterol
2137,12401,275,anti feedant,Licoisoflavone A
2138,12443,275,anti feedant,3-Isothiocyanato-1-propene
2139,12463,275,anti feedant,Phaseollin
2140,12469,275,anti feedant,alpha-Eleostearic acid
2141,12477,275,anti feedant,Xanthotoxin
2142,12503,275,anti feedant,alpha-Solanine
2143,12506,275,anti feedant,Demissine
2144,12507,275,anti feedant,Demissidine
2145,12527,275,anti feedant,D-Pinitol
2146,12664,275,anti feedant,Isopimpinellin
2147,12708,275,anti feedant,Scopoletin
2148,12727,275,anti feedant,Myricetin
2149,12753,275,anti feedant,Hordenine
2150,13258,275,anti feedant,Luteolin
2151,13273,275,anti feedant,Tomatidine
2152,13412,275,anti feedant,Acteoside
2153,13570,275,anti feedant,Limonene
2154,13577,275,anti feedant,(±)-Borneol
2155,13865,275,anti feedant,Emodin
2156,14369,275,anti feedant,
2157,14381,275,anti feedant,Nerolidol
2158,14501,275,anti feedant,3-(Dimethylaminomethyl)indole
2159,14517,275,anti feedant,Nomilin
2160,14595,275,anti feedant,Lactupicrin
2161,14640,275,anti feedant,Obacunone
2162,14718,275,anti feedant,Limonin
2163,14963,275,anti feedant,(+)-3-Thujone
2164,15511,275,anti feedant,Luteone
2165,15591,275,anti feedant,alpha-Amyrin palmitate
2166,15632,275,anti feedant,Argophyllin B
2167,15735,275,anti feedant,
2168,15740,275,anti feedant,beta-Caryophyllene
2169,15793,275,anti feedant,Betulin
2170,15903,275,anti feedant,Grandiflorolic acid
2171,15973,275,anti feedant,Terpinolene
2172,15975,275,anti feedant,gamma-Terpinene
2173,16396,275,anti feedant,
2174,16556,275,anti feedant,Homoeriodictyol
2175,18916,275,anti feedant,alpha-Chaconine
2176,449,276,anti fertility,Piperine
2177,633,276,anti fertility,Kaempferol
2178,742,276,anti fertility,Gossypol
2179,1316,276,anti fertility,Ikshusterol
2180,2593,276,anti fertility,p-Coumaric acid
2181,2713,276,anti fertility,Malvidin
2182,3169,276,anti fertility,Allitridin
2183,5845,276,anti fertility,Plumbagin
2184,8422,276,anti fertility,"(S,E)-Zearalenone"
2185,11831,276,anti fertility,Genistein
2186,12365,276,anti fertility,beta-Sitosterol
2187,13037,276,anti fertility,Oleanolic acid
2188,13947,276,anti fertility,Solasodine
