id,compound_id,health_effect_id,orig_health_effect_name,orig_compound_name,orig_citation,citation,citation_type,created_at,updated_at,creator_id,updater_id,source_id,source_type
1325,14948,145,Antibacterial,NEROL,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,14948,Compound
1326,14963,145,Antibacterial,BETA-THUJONE,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,14963,Compound
1327,14965,145,Antibacterial,ALPHA-THUJONE|THUJONE,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,14965,Compound
1328,15392,145,Antibacterial,ALLYL-SULFIDE|DIALLYL-SULFIDE,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,15392,Compound
1329,15470,145,Antibacterial,AUCUBIN,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,15470,Compound
1330,15473,145,Antibacterial,BETA-IONONE,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,15473,Compound
1331,15499,145,Antibacterial,TETRAMETHYL-PYRAZINE,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,15499,Compound
1332,15507,145,Antibacterial,CYCLOARTENOL,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,15507,Compound
1333,15539,145,Antibacterial,CHRYSIN,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,15539,Compound
1334,15740,145,Antibacterial,CARYOPHYLLENE,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,15740,Compound
1335,15780,145,Antibacterial,SCLAREOL,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,15780,Compound
1336,15784,145,Antibacterial,SQUALENE,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,15784,Compound
1337,16256,145,Antibacterial,CHLORINE,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,16256,Compound
1338,16369,145,Antibacterial,COSMOSIIN,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,16369,Compound
1339,16396,145,Antibacterial,ISOQUERCITRIN,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,16396,Compound
1340,16599,145,Antibacterial,CHLOROPHYLL,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,16599,Compound
1341,16785,145,Antibacterial,PROCYANIDIN-A-2,,DUKE,DATABASE,2012-04-10 14:16:42 UTC,2014-11-05 14:50:00 UTC,,,16785,Compound
1342,17248,145,Antibacterial,SALVIN-MONOMETHYL-ETHER,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,17248,Compound
1343,17365,145,Antibacterial,P-CYMENE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,17365,Compound
1344,17407,145,Antibacterial,MYRCENE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,17407,Compound
1345,17707,145,Antibacterial,(-)-EPIGALLOCATECHIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,17707,Compound
1346,17709,145,Antibacterial,(-)-EPIGALLOCATECHIN-GALLATE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,17709,Compound
1347,19220,145,Antibacterial,FALCARINOL,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,19220,Compound
1348,21462,145,Antibacterial,PECTIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,21462,Compound
1349,21545,145,Antibacterial,METHYL-ISOEUGENOL,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,21545,Compound
1350,22008,145,Antibacterial,ALPHA-BISABOLOL,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,22008,Compound
1351,8426,146,Antiberiberi,THIAMIN|VITAMIN-B-1,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,8426,Compound
1352,8430,146,Antiberiberi,ALLITHIAMIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,8430,Compound
1353,558,147,Antibiotic,ALLIIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,558,Compound
1354,742,147,Antibiotic,GOSSYPOL,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,742,Compound
1355,1526,147,Antibiotic,ARCTIOPICRIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,1526,Compound
1356,2820,147,Antibiotic,AVICULARIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,2820,Compound
1357,4880,147,Antibiotic,OPC,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,4880,Compound
1358,7224,147,Antibiotic,PROCYANIDIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,7224,Compound
1359,7225,147,Antibiotic,PRODELPHINIDIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,7225,Compound
1360,12193,147,Antibiotic,ALLICIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,12193,Compound
1361,12202,147,Antibiotic,BENZYL-ISOTHIOCYANATE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,12202,Compound
1362,12681,147,Antibiotic,CYSTEINE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,12681,Compound
1363,14817,147,Antibiotic,CARNOSOL,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:00 UTC,,,14817,Compound
1364,3730,148,AntiBPH,ZINC,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,3730,Compound
1365,2501,149,Antibradiquinic,VITEXIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,2501,Compound
1366,453,150,Antibradyarrhythmic,THEOPHYLLINE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,453,Compound
1367,4091,151,Antibradycardic,ATROPINE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,4091,Compound
1368,6944,152,Antibradykinetic,NEPETRIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,6944,Compound
1369,2680,153,Antibradykinic,HESPERIDIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,2680,Compound
1370,2801,153,Antibradykinic,APIIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,2801,Compound
1371,453,154,Antibronchitic,THEOPHYLLINE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,453,Compound
1372,662,154,Antibronchitic,GALLIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,662,Compound
1373,663,154,Antibronchitic,METHYL-GALLATE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,663,Compound
1374,1083,154,Antibronchitic,BROMELAIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,1083,Compound
1375,5753,154,Antibronchitic,VITAMIN-E,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,5753,Compound
1376,10397,154,Antibronchitic,TOCOPHEROL,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,10397,Compound
1377,12101,154,Antibronchitic,SOLANINE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,12101,Compound
1378,12295,154,Antibronchitic,CURCUMIN,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,12295,Compound
1379,13277,154,Antibronchitic,THYMOQUINONE,,DUKE,DATABASE,2012-04-10 14:16:43 UTC,2014-11-05 14:50:01 UTC,,,13277,Compound
1380,13577,154,Antibronchitic,BORNEOL,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,13577,Compound
1381,14502,154,Antibronchitic,MENTHOL,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,14502,Compound
1382,14619,154,Antibronchitic,"1,8-CINEOLE",,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,14619,Compound
1383,14798,154,Antibronchitic,THYMOL,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,14798,Compound
1384,12708,155,Antibronchoconstrictor,SCOPOLETIN,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,12708,Compound
1385,11941,156,Antibrucellosic,COUMARIN,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,11941,Compound
1386,22008,157,Antiburn,ALPHA-BISABOLOL,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,22008,Compound
1387,12589,158,Anticalculic,CITRIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,12589,Compound
1388,374,159,Anticancer,PHYTIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,374,Compound
1389,565,159,Anticancer,ALPHA-TOCOPHEROL,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,565,Compound
1390,633,159,Anticancer,KAEMPFEROL,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,633,Compound
1391,662,159,Anticancer,GALLIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,662,Compound
1392,678,159,Anticancer,NARINGENIN,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,678,Compound
1393,693,159,Anticancer,DIOSMIN,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,693,Compound
1394,742,159,Anticancer,GOSSYPOL,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,742,Compound
1395,838,159,Anticancer,VANILLIN,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,838,Compound
1396,846,159,Anticancer,VANILLIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,846,Compound
1397,939,159,Anticancer (Cervix),INDOLE-3-CARBINOL,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,939,Compound
1398,1111,159,Anticancer,TANNIN,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,1111,Compound
1399,1444,159,Anticancer,ARCTIIN,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,1444,Compound
1400,1512,159,Anticancer (Breast),CATECHOL|PYROCATECHOL,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,1512,Compound
1401,1528,159,Anticancer (Pancreas),GERANYL-GERANIOL,,DUKE,DATABASE,2012-04-10 14:16:44 UTC,2014-11-05 14:50:01 UTC,,,1528,Compound
1402,1532,159,Anticancer,BETULINIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,1532,Compound
1403,2237,159,Anticancer (Cervix)|Anticancer (Liver),TRIGONELLINE,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2237,Compound
1404,2431,159,Anticancer,GAMMA-TOCOPHEROL,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2431,Compound
1405,2451,159,Anticancer,RESVERATROL,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2451,Compound
1406,2528,159,Anticancer,ROBININ,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2528,Compound
1407,2536,159,Anticancer,RUTIN,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2536,Compound
1408,2558,159,Anticancer,CAFFEIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2558,Compound
1409,2582,159,Anticancer (Colon)|Anticancer (Forestomach)|Anticancer (Liver)|Anticancer (Skin),CHLOROGENIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2582,Compound
1410,2608,159,Anticancer,DAIDZEIN,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2608,Compound
1411,2630,159,Anticancer|Anticancer (Prostate),VICENIN-2,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2630,Compound
1412,2679,159,Anticancer,NEOHESPERIDIN,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2679,Compound
1413,2711,159,Anticancer,HYPEROSIDE,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2711,Compound
1414,2798,159,Anticancer (Lung),APIGENIN,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2798,Compound
1415,2829,159,Anticancer,RHAMNETIN,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,2829,Compound
1416,3169,159,Anticancer (Stomach),DIALLYL-TRISULFIDE,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,3169,Compound
1417,3654,159,Anticancer (Esophagus)?,MOLYBDENUM,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,3654,Compound
1418,3686,159,Anticancer,S-ALLYLMERCAPTOCYSTEINE,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,3686,Compound
1419,3730,159,Anticanker,ZINC,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,3730,Compound
1420,3992,159,Anticancer,SHIKIMIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,3992,Compound
1421,5457,159,Anticancer,ANTHOCYANINS,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,5457,Compound
1422,5892,159,Anticancer,PARTHENOLIDE,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,5892,Compound
1423,6375,159,Anticancer,ELEMENE,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,6375,Compound
1424,8426,159,Anticanker,THIAMIN,,DUKE,DATABASE,2012-04-10 14:16:45 UTC,2014-11-05 14:50:01 UTC,,,8426,Compound
1425,9722,159,Anticancer,LIGNIN,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,9722,Compound
1426,10397,159,Anticancer (Breast),TOCOPHEROL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,10397,Compound
1427,11831,159,Anticancer (Breast),GENISTEIN,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,11831,Compound
1428,11941,159,Anticancer (Kidney)|Anticancer (Prostate),COUMARIN,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,11941,Compound
1429,12065,159,Anticancer,BUTYRIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,12065,Compound
1430,12188,159,Anticancer,CURCUMENOL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,12188,Compound
1431,12295,159,Anticancer|Anticancer (Breast)|Anticancer (Colon)|Anticancer (Duodenum)|Anticancer (Mammary)|Anticancer (Skin)|Anticancer (Stomach),CURCUMIN,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,12295,Compound
1432,12365,159,Anticancer (Breast)|Anticancer (Cervix)|Anticancer (Lung),BETA-SITOSTEROL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,12365,Compound
1433,12578,159,Anticancer (Cervix)|Anticancer (Colon)|Anticancer (Esophagus)|Anticancer (Mouth),ELLAGIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,12578,Compound
1434,12678,159,Anticancer|Anticancer (Colon)|Anticancer (Liver),S-ALLYL-L-CYSTEINE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,12678,Compound
1435,12804,159,Anticancer (Colon)|Anticancer (Forestomach)|Anticancer (Liver)|Anticancer (Skin),FERULIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,12804,Compound
1436,12816,159,Anticancer (Stomach),ALLYL-METHYL-TRISULFIDE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,12816,Compound
1437,13252,159,Anticancer (Cervix),CURDIONE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,13252,Compound
1438,13570,159,Anticancer,LIMONENE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,13570,Compound
1439,13719,159,Anticancer|Anticancer (Liver)|Anticancer (Lung)|Anticancer (Skin),ALPHA-CAROTENE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,13719,Compound
1440,13724,159,Anticancer,CITRAL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,13724,Compound
1441,13795,159,Anticancer (Pancreas),GERANIOL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,13795,Compound
1442,13947,159,Anticancer (Skin),SOLASODINE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,13947,Compound
1443,14300,159,Anticancer (Breast)|Anticancer (Gastric),D-LIMONENE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,14300,Compound
1444,14318,159,Anticancer,AR-TURMERONE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,14318,Compound
1445,14376,159,Anticancer|Anticancer (Colon),URSOLIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,14376,Compound
1446,14419,159,Anticancer,ALPHA-TERPINEOL|TERPINEOL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,14419,Compound
1447,14423,159,Anticancer (Skin),CROCETIN,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,14423,Compound
1448,14580,159,Anticancer (Cervix),BETA-ELEMENE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,14580,Compound
1449,14616,159,Anticancer,BETA-CAROTENE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,14616,Compound
1450,14664,159,Anticancer,BENZALDEHYDE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,14664,Compound
1451,14894,159,Anticancer (Pancreas),FARNESOL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,14894,Compound
1452,14926,159,Anticancer (Pancreas),PERILLYL-ALCOHOL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,14926,Compound
1453,15392,159,Anticancer (Colon)|Anticancer (Liver)|Anticancer (Stomach),DIALLYL-SULFIDE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,15392,Compound
1454,15475,159,Anticancer (Breast),LUTEIN,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,15475,Compound
1455,15837,159,Anticancer (Bladder)|Anticancer (Breast)|Anticancer (Cervix)|Anticancer (Prostate),LYCOPENE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,15837,Compound
1456,16059,159,Anticancer,BETA-TURMERONE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,16059,Compound
1457,16258,159,Anticanker,IRON,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,16258,Compound
1458,16396,159,Anticancer,ISOQUERCITRIN,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,16396,Compound
1459,16599,159,Anticancer|Anticancer (Colon)|Anticancer (Liver),CHLOROPHYLL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,16599,Compound
1460,17355,159,Anticancer (Cervix),CURCUMOL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,17355,Compound
1461,17709,159,Anticancer,(-)-EPIGALLOCATECHIN-GALLATE,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,17709,Compound
1462,19220,159,Anticancer,FALCARINOL,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,19220,Compound
1463,19872,159,Anticancer (Breast),ZEAXANTHIN,,DUKE,DATABASE,2012-04-10 14:16:46 UTC,2014-11-05 14:50:01 UTC,,,19872,Compound
1464,20515,159,Anticancer,ALLIXIN,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,20515,Compound
1465,21330,159,Anticancer (Stomach),ALLYL-METHYL-DISULFIDE,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,21330,Compound
1466,693,160,Anticapillary-Fragility,DIOSMIN,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,693,Compound
1467,2536,160,Anticapillary-Fragility,RUTIN|RUTOSIDE,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,2536,Compound
1468,2680,160,Anticapillary-Fragility,HESPERIDIN,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,2680,Compound
1469,2711,160,Anticapillary-Fragility,HYPEROSIDE,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,2711,Compound
1470,2775,160,Anticapillary-Fragility,AESCULETIN|ESCULETIN,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,2775,Compound
1471,2776,160,Anticapillary-Fragility,AESCULIN|AESCULOSIDE|ESCULIN,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,2776,Compound
1472,16785,160,Anticapillary-Fragility,PROCYANIDIN-A-2,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,16785,Compound
1473,17166,160,Anticapillary-Fragility?,CYANIDIN-3-O-GALACTOSIDE,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,17166,Compound
1474,693,161,Anticarcinogenic,DIOSMIN,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,693,Compound
1475,2100,161,Anticarcinogenic,CAFFEINE,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,2100,Compound
1476,2451,161,Anticarcinogenic,RESVERATROL,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,2451,Compound
1477,2558,161,Anticarcinogenic,CAFFEIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,2558,Compound
1478,2582,161,Anticarcinogenic,CHLOROGENIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,2582,Compound
1479,5457,161,Anticarcinogenic,ANTHOCYANINS,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,5457,Compound
1480,8307,161,Anticarcinogenic,CIS-ACONITIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,8307,Compound
1481,11906,161,Anticarcinogenic,NORDIHYDROGUAIARETIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:01 UTC,,,11906,Compound
1482,12226,161,Anticarcinogenic,BIOCHANIN-A,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:02 UTC,,,12226,Compound
1483,12295,161,Anticarcinogenic,CURCUMIN,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:02 UTC,,,12295,Compound
1484,12514,161,Anticarcinogenic,THEAFLAVIN,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:02 UTC,,,12514,Compound
1485,12804,161,Anticarcinogenic,FERULIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:02 UTC,,,12804,Compound
1486,13001,161,Anticarcinogenic,ARJUNOLIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:02 UTC,,,13001,Compound
1487,13258,161,Anticarcinogenic,LUTEOLIN,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:02 UTC,,,13258,Compound
1488,17707,161,Anticarcinogenic,(-)-EPIGALLOCATECHIN,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:02 UTC,,,17707,Compound
1489,662,162,Anticarcinomic,GALLIC-ACID,,DUKE,DATABASE,2012-04-10 14:16:47 UTC,2014-11-05 14:50:02 UTC,,,662,Compound
