id,name,description,chebi_name,chebi_id,created_at,updated_at,creator_id,updater_id,chebi_definition
338,anti hydrocoele,"An agent that relieves abnormal accumulation of fluid in the scrotum, within a thin membrane adjacent to the testicle called the processus or tunica vaginalis.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:14 UTC,,,
339,anti hydrophobic,"An agent that prevents the aggregation of hydrophobic substances in aqueous solution.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:13 UTC,,,
340,anti hyperactivity,"An agent or drug, which may be a stimulant, used to treat ADHD.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:11 UTC,,,
341,anti hyperammonemic,"An agent that lowers or controls ammonia levels in the blood.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:13 UTC,,,
342,anti hypercholesterolemic,"An agent that prevents or controls an increase of cholesterol in the blood.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:13 UTC,,,
343,anti hyperglycemic,"An agent that lowers elevated blood glucose levels.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:13 UTC,,,
344,anti hyperinsulinemic,"An agent that lowers elevated blood insulin levels.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:13 UTC,,,
345,anti hyperkeratotic,"An agent that relieves severe flaking and cracking of the skin.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:14 UTC,,,
346,anti hyperkinetic,"An agent or drug that reduces muscular activity, as a result of excessive abnormal movements, excessive normal movements, or a combination of both.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:11 UTC,,,
347,anti hyperleptinemic,"An agent that reduces the levels of leptins in the bloodstream.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:14 UTC,,,
348,anti hyperlipidemic,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:35 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
349,anti hyperlipoproteinaemic,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:35 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
350,anti hyperparathyroidic,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:36 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
351,anti hyperpigmentative,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:36 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
352,anti hypertensive,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:36 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
353,anti hyperthyroid,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:37 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
354,anti hyperventilation,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:37 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
355,anti hypoglycemic,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:38 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
356,anti hypogonadic,"An agent that may boost sex hormone biosynthesis of under active gonads.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:13 UTC,,,
357,anti hypotensive,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:38 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
358,anti hypoxic,"An agent that acts against hypoxic cells, such as by sensitizing hypoxic tumor cells to the effects of radiation.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:11 UTC,,,
359,anti hysteric,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:39 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
360,anti ichthyosic,"An agent that prevents or relieves severly dry, scaly skin caused by ichthyosis.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:13 UTC,,,
361,anti ichythyotic,,,,2012-04-10 10:05:19 UTC,2012-04-10 10:05:19 UTC,,,
362,anti ielus,,,,2012-04-10 10:05:19 UTC,2012-04-10 10:05:19 UTC,,,
363,anti ileus,"An agent used to treat an obstruction of the ileum or other part of the intestine.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:16 UTC,,,
364,anti implantation,"An agent that prevents the adherence of the blastocyst to the wall of the uterus.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:13 UTC,,,
365,anti impotence,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:39 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
366,anti incontinence,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:40 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
367,anti infarctal,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:40 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
368,anti infective,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:41 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
369,anti infertility,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:41 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
370,anti inflammatory,,anti-inflammatory drug,35472,2012-04-10 10:05:19 UTC,2015-10-27 17:49:42 UTC,,,A substance that reduces or suppresses inflammation.
371,anti insomniac,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:43 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
372,anti insomnic,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:43 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
373,anti insulinogenic,"An agent that inhibits or controls the production of insulin.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:13 UTC,,,
374,anti integrase,,enzyme inhibitor,23924,2012-04-10 10:05:19 UTC,2015-10-27 17:49:44 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
375,anti iritic,"An agent, such as an anti-inflammatory agent, that relieves inflammation of the iris of the eye.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:17 UTC,,,
376,anti ischaemic,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:44 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
377,anti ischemic,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:45 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
378,anti jet-lag,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:45 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
379,anti keratitic,,,,2012-04-10 10:05:19 UTC,2012-04-10 10:05:19 UTC,,,
380,anti keratotic,"An agent acting against keratosis, overgrowth of horny tissue of the skin (such as warts).
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:11 UTC,,,
381,anti keshan,,,,2012-04-10 10:05:19 UTC,2012-04-10 10:05:19 UTC,,,
382,anti ketotic,,,,2012-04-10 10:05:19 UTC,2012-04-10 10:05:19 UTC,,,
383,anti klebsiellic,"An antibody that binds Klebsiella specific target. Klebsiella is  a genus of nonmotile, Gram-negative, oxidase-negative, rod-shaped bacteria with a prominent polysaccharide-based capsule.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:17 UTC,,,
384,anti lactagogue,"An agent that decreases the flow of breast milk in a woman.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:12 UTC,,,
385,anti lactobacillic,,antibacterial agent,33282,2012-04-10 10:05:19 UTC,2015-10-27 17:49:46 UTC,,,A substance that kills or slows the growth of bacteria.
386,anti laryngitic,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:46 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
387,anti legionella,,antibacterial agent,33282,2012-04-10 10:05:19 UTC,2015-10-27 17:49:47 UTC,,,A substance that kills or slows the growth of bacteria.
388,anti leishmanic,,antimicrobial agent,33281,2012-04-10 10:05:19 UTC,2015-10-27 17:49:48 UTC,,,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
389,anti lepric,,antibacterial agent,33282,2012-04-10 10:05:19 UTC,2015-10-27 17:49:49 UTC,,,A substance that kills or slows the growth of bacteria.
390,anti leprotic,,antibacterial agent,33282,2012-04-10 10:05:19 UTC,2015-10-27 17:49:50 UTC,,,A substance that kills or slows the growth of bacteria.
391,anti lethargic,,pharmaceutical,52217,2012-04-10 10:05:19 UTC,2015-10-27 17:49:50 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
392,anti leucodermic,"An agent, such as a herbal extrat, used for treatment of vitiligo white patches or dysfunctionalty of melanocyte cells that cause depigmentation resulting in loss of skin color with irregular white, milky white and pink patches.SAME",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:17 UTC,,,
393,anti leukemic,,antineoplastic agent,35610,2012-04-10 10:05:19 UTC,2015-10-27 17:49:52 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
394,anti leukodermic,"An agent, such as a herbal extract, used to treat leucoderma, or vitiligo, characterized by white patches or total loss of skin pigmentation.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:17 UTC,,,
395,anti leukonychic,"An agent used to treat leukonychia, characterized by abnormal whiteness of the nails, either total or spots or streaks.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:16 UTC,,,
396,anti leukopenic,"An agent that boosts production of leukocytes.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:11 UTC,,,
397,anti leukoplakic,"An agent used to treat leukoplakia, charachterized by firm white patches in the oral cavity, gastrointestinal tract mucosal sites, or mucosal surfaces of the urinary tract and genitals.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:16 UTC,,,
398,anti leukorrheic,"An agent, that may be control estrogen levels, used to treat leukorrhea, characterized by whitish or yellowish vaginal discharge.
",,,2012-04-10 10:05:19 UTC,2015-11-11 02:32:17 UTC,,,
399,anti leukotriene,,inhibitor,35222,2012-04-10 10:05:19 UTC,2015-10-27 17:49:52 UTC,,,A substance that diminishes the rate of a chemical reaction.
400,anti leukotriene-B4,,inhibitor,35222,2012-04-10 10:05:19 UTC,2015-10-27 17:49:53 UTC,,,A substance that diminishes the rate of a chemical reaction.
401,anti leukotriene-D4,,inhibitor,35222,2012-04-10 10:05:19 UTC,2015-10-27 17:49:54 UTC,,,A substance that diminishes the rate of a chemical reaction.
402,anti leukotrienogenic,,inhibitor,35222,2012-04-10 10:05:20 UTC,2015-10-27 17:49:54 UTC,,,A substance that diminishes the rate of a chemical reaction.
403,anti lipedemic,"An agent that promotes the reduction of lipid levels in the blood.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:14 UTC,,,
404,anti lipemic,"An agent that prevents or counteracts the accumulation of fatty substances in the blood.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:13 UTC,,,
405,anti lipogenic,"An agent that inhibits or controls production of lipids.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:13 UTC,,,
406,anti lipolytic,"An agent that prevents breakdown of lipids.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:13 UTC,,,
407,anti lipoperoxidant,"An agent that prevents peroxidation (oxidative degradation) of lipids.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:13 UTC,,,
408,anti listeria,,antibacterial agent,33282,2012-04-10 10:05:20 UTC,2015-10-27 17:49:55 UTC,,,A substance that kills or slows the growth of bacteria.
409,anti lithic,"An agent that prevents formation of calculi or promoting their dissolution.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:13 UTC,,,
410,anti lupus,,pharmaceutical,52217,2012-04-10 10:05:20 UTC,2015-10-27 17:49:55 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
411,anti Lyme,,antimicrobial agent,33281,2012-04-10 10:05:20 UTC,2015-10-27 17:49:56 UTC,,,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
412,anti lymphedemic,"An agent that relieves effects of lymphedema, characterized by localized fluid retention and tissue swelling caused by a compromised lymphatic system, which normally returns interstitial fluid to the thoracic duct and then the bloodstream.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:14 UTC,,,
413,anti lymphocytic,"An antibody that binds human T cells, used for example in treating acute rejection of organ transplantation.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:17 UTC,,,
414,anti lymphomic,"An agent that acts against lymphatic cells that group together to form blood cell tumors.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:11 UTC,,,
415,anti maculitic,,,,2012-04-10 10:05:20 UTC,2012-04-10 10:05:20 UTC,,,
416,anti malarial,,antimicrobial agent,33281,2012-04-10 10:05:20 UTC,2015-10-27 17:49:57 UTC,,,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
417,anti mange,"An agent used to treat mange, a skin disease of mammals caused by parasitic mites and occasionally communicable to humans.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:16 UTC,,,
418,anti manic,"An agent or drug that stabilizes mood by controlling symptoms of mania, the abnormal psychological state of excitement.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:11 UTC,,,
419,anti mastalgic,"An agent or drug that relieves symptoms of mastalgia (breat pain), or acts against the benign tumor.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:11 UTC,,,
420,anti mastitic,"An agent used to treat inflammation of breast tissue, caused by an S. aureus infection in nursing mothers.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:16 UTC,,,
421,anti MD,"An antobody specific to MD molecules, which act in conjunction with toll-like receptor family members.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:18 UTC,,,
422,anti multidrug resistance,"An agent used against the microbes otherwise unaffected by a range of antimicrobials.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:16 UTC,,,
423,anti measles,,antiviral agent,22587,2012-04-10 10:05:20 UTC,2015-10-27 17:49:58 UTC,,,A substance that destroys or inhibits replication of viruses.
424,anti melanogenic,,antineoplastic agent,35610,2012-04-10 10:05:20 UTC,2015-10-27 17:49:59 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
425,anti melanomic,,antineoplastic agent,35610,2012-04-10 10:05:20 UTC,2015-10-27 17:50:01 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
426,anti melasmic,"An agent used to relieve effects of melasma, characterized by a tan or dark skin discoloration often during pregnancy.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:16 UTC,,,
427,anti Meniere's,,pharmaceutical,52217,2012-04-10 10:05:20 UTC,2015-10-27 17:50:01 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
428,anti meningitic,,pharmaceutical,52217,2012-04-10 10:05:20 UTC,2015-10-27 17:50:02 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
429,anti menopausal,,pharmaceutical,52217,2012-04-10 10:05:20 UTC,2015-10-27 17:50:02 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
430,anti menorrhagic,,pharmaceutical,52217,2012-04-10 10:05:20 UTC,2015-10-27 17:50:03 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
431,anti metabolic,"A substance that competes with, replaces, or antagonizes a particular metabolite; for example, ethionine is anantimetabolite of methionine.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:10 UTC,,,
432,anti metabolite,"A substance that competes with, replaces, or antagonizes a particular metabolite; for example, ethionine is anantimetabolite of methionine.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:10 UTC,,,
433,anti metaplastic,"An antibody specific to metaplastic carcinoma of the breast.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:17 UTC,,,
434,anti metastatic,,antineoplastic agent,35610,2012-04-10 10:05:20 UTC,2015-10-27 17:50:04 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
435,anti metrorrhagic,"An agent that relieves abnormal bleeding of the uterus.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:14 UTC,,,
436,anti microbial,,antimicrobial agent,33281,2012-04-10 10:05:20 UTC,2015-10-27 17:50:05 UTC,,,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
437,anti migraine,,pharmaceutical,52217,2012-04-10 10:05:20 UTC,2015-10-27 17:50:06 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
438,anti mite,,pesticide,25944,2012-04-10 10:05:20 UTC,2015-10-27 17:50:06 UTC,,,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
439,anti mitochondrial,"An autoantibody in blood or serum, consisting of immunoglobulins formed against mitochondria,  indicative of the presence of, or the potential to develop the autoimmune disease Primary Biliary Cirrhosis.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:18 UTC,,,
440,anti mitogenic,"An agent that inhibits mitosis, or cell division.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:13 UTC,,,
441,anti mitotic,"An agent that inhibits mitosis, or cell division.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:13 UTC,,,
442,anti mitral-valve-prolapse,,pharmaceutical,52217,2012-04-10 10:05:20 UTC,2015-10-27 17:50:07 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
443,anti mononuccleotic,"An agent that promotes reduction of the production of monocytes.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:14 UTC,,,
444,anti morning sickness,,pharmaceutical,52217,2012-04-10 10:05:20 UTC,2015-10-27 17:50:07 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
445,anti morphinic,"An agent that inhibits the action of morphine.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:13 UTC,,,
446,anti morphinistic,"A drug that prevents morphine from activating the mu opioid receptor, used in treating morphine addiction (morphinism).
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:10 UTC,,,
447,anti methicillin-resistant Staphylococcus aureus,,antibacterial agent,33282,2012-04-10 10:05:20 UTC,2015-10-27 17:50:08 UTC,,,A substance that kills or slows the growth of bacteria.
448,anti monosodium-glutamate,"An atidote for MSG poisoning, such as taurine.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:18 UTC,,,
449,anti monosodium-glutamate-sensitivity,,,,2012-04-10 10:05:20 UTC,2012-04-10 10:05:20 UTC,,,
450,anti muscarinic,,muscarinic antagonist,48876,2012-04-10 10:05:20 UTC,2015-10-27 17:50:09 UTC,,,"A drug that binds to but does not activate muscarinic cholinergic receptors, thereby blocking the actions of endogenous acetylcholine or exogenous agonists."
451,anti mutagenic,"An agnet that interferes with the mutagenicity of a substance. The interference can be in the form of prevention of the transformation of a mutagenic compound into mutagen, inactivation, or otherwise the prevention of Mutagen-DNA reaction.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:17 UTC,,,
452,anti mutilation,,,,2012-04-10 10:05:20 UTC,2012-04-10 10:05:20 UTC,,,
453,anti myalgic,"An agent that relieves pain or tenderness in one or more muscles.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:14 UTC,,,
454,anti myasthenic,,pharmaceutical,52217,2012-04-10 10:05:20 UTC,2015-10-27 17:50:09 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
455,anti mycoplasmotic,"An agent, such as an antibiotic, that acts against Mycoplasma, such as in avian mycoplasmosis.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:17 UTC,,,
456,anti mycotic,"An agent that destroys or prevents the growth of fungi.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:12 UTC,,,
457,anti myelotoxic,,antidote,50247,2012-04-10 10:05:20 UTC,2015-10-27 17:50:10 UTC,,,Any protective agent counteracting or neutralizing the action of poisons.
458,anti myoatrophic,"An agent that prevents the wasting of muscular tissue, or muscular atrophy.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:14 UTC,,,
459,anti myocarditic,,cardiovascular drug,38070,2012-04-10 10:05:20 UTC,2015-10-27 17:50:10 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
460,anti myoclonic,"An agent used to treat a disease characterized by involuntary twitching of a muscle or a group of muscles (which includes epilepsy). Some drugs include clonazepam, sodium valproate, piracetam, and primidone.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:16 UTC,,,
461,anti myocontractant,,,,2012-04-10 10:05:20 UTC,2012-04-10 10:05:20 UTC,,,
462,anti myopic,"An agent that corrects nearsightedness (myopia), a refractive error of the eye.
",,,2012-04-10 10:05:20 UTC,2015-11-11 02:32:12 UTC,,,
463,anti narcotic,"A sunbstance that blunts the senses, as opium,morphine, belladonna, and alcohol, that in large quantities cause produceeuphoria, stupor, or coma, and when used constantly can causehabituation or addiction. It can be used in medicine to relieve pain, cause sedation, and induce sleep.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:11 UTC,,,
464,anti nauseant,,antiemetic,50919,2012-04-10 10:05:21 UTC,2015-10-27 17:50:11 UTC,,,A drug used to prevent nausea or vomiting. An antiemetic may act by a wide range of mechanisms: it might affect the medullary control centres (the vomiting centre and the chemoreceptive trigger zone) or affect the peripheral receptors.
465,anti neoplastic,,antineoplastic agent,35610,2012-04-10 10:05:21 UTC,2015-10-27 17:50:12 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
466,anti nephritic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:13 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
467,anti nephrolytic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:13 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
468,anti nesidioblastosic,,,,2012-04-10 10:05:21 UTC,2012-04-10 10:05:21 UTC,,,
469,anti neuralgic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:14 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
470,anti neuramidase,,neuraminidase inhibitor,52425,2012-04-10 10:05:21 UTC,2015-10-27 17:50:14 UTC,,,"An antiviral drug targeted at influenza viruses. Its mode of action consists of blocking the function of the viral neuraminidase protein (EC 3.2.1.18), thus preventing the virus from budding from the host cell."
471,anti neurasthenic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:15 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
472,anti neuritic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:15 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
473,anti neuroblastomic,"An agent used against a malignant tumor composed of neuroblasts, most commonly in the adrenal gland.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:16 UTC,,,
474,anti neurogenic,"An agent that impares a neural factor.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:12 UTC,,,
475,anti neuroleptic,,central nervous system drug,35470,2012-04-10 10:05:21 UTC,2015-10-27 17:50:16 UTC,,,A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system.
476,anti neuropathic,"An agent that relieves symptoms such as pain caused by damage or disease affecting the somatosensory nervous system.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:15 UTC,,,
477,anti neurotic,"An agent that relieves symptoms caused by a mental disorder involving distress, such as excessive anxiety, obsessional thoughts, or compulsive acts.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:15 UTC,,,
478,anti NF-kappa-B,,inhibitor,35222,2012-04-10 10:05:21 UTC,2015-10-27 17:50:17 UTC,,,A substance that diminishes the rate of a chemical reaction.
479,anti nicotinic,,cholinergic drug,38323,2012-04-10 10:05:21 UTC,2015-10-27 17:50:17 UTC,,,"Any drug used for its actions on cholinergic systems. Included here are agonists and antagonists, drugs that affect the life cycle of acetylcholine, and drugs that affect the survival of cholinergic neurons."
480,anti nitrosaminic,,,,2012-04-10 10:05:21 UTC,2012-04-10 10:05:21 UTC,,,
481,anti nitrosating,"An agent that prevents the conversion of organic compounds into nitroso derivatives.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:13 UTC,,,
482,anti nitrosic,,,,2012-04-10 10:05:21 UTC,2012-04-10 10:05:21 UTC,,,
483,anti NKC,"An agent, or antibody, that binds to a natural killer cell. For example, a NK cell is activated by interferons.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:16 UTC,,,
484,anti nociceptive,,central nervous system drug,35470,2012-04-10 10:05:21 UTC,2015-10-27 17:50:18 UTC,,,A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system.
485,anti nyctalopic,"An agent that enhances sight in dim light, or at night.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:12 UTC,,,
486,anti obesity,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:18 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
487,anti odontalgic,"An agent, or drug, that relieves the pain of a toothache.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:17 UTC,,,
488,anti oncychomycotic,"An agent that acts agains a fungal infection of the nails.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:11 UTC,,,
489,anti onychogryphotic,"An agent that may be used to treat nail hypertrophy, characteristic of overgrowth resembling claws or a ram's horn.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:13 UTC,,,
490,anti onychyotic,,,,2012-04-10 10:05:21 UTC,2012-04-10 10:05:21 UTC,,,
491,anti ophidic,"Another name for antivenom. A biological product used in the treatment of venomous bites or stings. Antivenom is created by milking venom from a relevant snake, spider, insect, or fish. The venom is then diluted and injected.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:18 UTC,,,
492,anti ophthalmic,"Fat-soluble vitamins essential for normal vision, which prevent nightblindness or inflammation or dryness of the eyes.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:18 UTC,,,
493,anti orchitic,"An agent that relieves symptoms of orchitis, such as inflammation of the testes, heavy pain or infection.
",,,2012-04-10 10:05:21 UTC,2015-11-11 02:32:15 UTC,,,
494,anti osteoarthritic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:19 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
495,anti osteoporotic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:19 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
496,anti osteosclerotic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:20 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
497,anti osteotic,,,,2012-04-10 10:05:21 UTC,2012-04-10 10:05:21 UTC,,,
498,anti otitic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:20 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
499,anti ototic,,pharmaceutical,52217,2012-04-10 10:05:21 UTC,2015-10-27 17:50:20 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
500,anti oxalate,,,,2012-04-10 10:05:21 UTC,2012-04-10 10:05:21 UTC,,,
501,anti oxaluric,,,,2012-04-10 10:05:21 UTC,2012-04-10 10:05:21 UTC,,,
